PCE_max,Voc ,Jsc ,FF,HOMO ,LUMO ,Bandgap,Eloss,Nickname,smiles
5.68,0.84,9.18,0.67,6,4.23,1.77,0.93,PBDTFQ-T,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(CC(CCCC)CCCCCC)c7sc(C)cc7c(CC(CCCC)CCCCCC)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1
5.6,0.82,10.87,0.59,5.9,4.23,1.71,0.89,PBDTFQ-TT,CCCCCCCCOc1ccc(-c2nc3c(-c4cc5sc(C)cc5s4)c(F)c(F)c(-c4cc5sc(-c6cc7c(CC(CCCC)CCCCCC)c8sc(C)cc8c(CC(CCCC)CCCCCC)c7s6)cc5s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1
3.3,0.81,6.11,0.67,5.39,3.52,1.84,1.03,P1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3ccc(-c4ccc(C)s4)s3)sc(-c3ccc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)s3)c2C1=O
5.55,0.88,9.3,0.68,5.47,3.4,1.82,0.94,P2,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sc(C)cc4s3)sc(-c3cc4sc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)cc4s3)c2C1=O
5.77,0.83,10.6,0.65,5.42,3.52,1.89,1.06,P3,CCCCCCc1c(C)sc2cc(-c3sc(-c4cc5sc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)c(CCCCCC)c5s4)c4c3C(=O)N(CC(CCCC)CCCCCC)C4=O)sc12
7.71,0.86,13.7,0.66,5.38,3.47,1.85,0.99,P4,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sc(C)c(CCCCCC)c4s3)sc(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c(CCCCCC)c4s3)c2C1=O
4.76,0.58,12.5,0.65,4.9,3.2,1.58,1,PTB1,CCCCCCCCCCCCOC(=O)c1cc2c(C)sc(-c3cc4c(OCCCCCCCC)c5sc(C)cc5c(OCCCCCCCC)c4s3)c2s1
5.1,0.6,12.8,0.66,4.94,3.22,1.59,0.99,PTB2,CCCCCCCCOc1c2cc(-c3sc(C)c4cc(C(=O)OCC(CC)CCCC)sc34)sc2c(OCCCCCCCC)c2cc(C)sc12
3.02,0.68,10.3,0.43,5.01,3.24,1.62,0.94,PTB5,CCCCCCCCOC(=O)c1cc2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2s1
2.26,0.62,7.74,0.47,5.01,3.17,1.61,0.99,PTB6,CCCCCCC(CCCC)COC(=O)c1cc2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2s1
5.53,0.74,13.1,0.57,5.04,3.29,1.63,0.89,PTB3,CCCCCCCCc1c2cc(-c3sc(C)c4cc(C(=O)OCC(CC)CCCC)sc34)sc2c(CCCCCCCC)c2cc(C)sc12
5.9,0.74,13,0.61,5.12,3.31,1.63,0.89,PTB4,CCCCCCCCOc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(OCCCCCCCC)c2cc(C)sc12
9.52,0.81,17.55,0.67,5.29,3.69,1.6,0.79,PBDT-TS1,CCCCCCCCSc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1
8.37,0.81,16.52,0.62,5.29,3.7,1.59,0.78,PBDT-TS2,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)s5)c4s3)sc(C)c2c1F
7.36,0.81,16.22,0.56,5.29,3.68,1.61,0.8,PBDT-TS3,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(SCCC(C)CCCC(C)C)s5)c5sc(C)cc5c(-c5ccc(SCCC(C)CCCC(C)C)s5)c4s3)sc(C)c2c1F
4,0.87,8.1,0.56,5.48,3.73,1.75,0.88,PBDTTPD-P1,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)N(CC(CC)CCCC)C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12
5.7,0.81,9.7,0.67,5.57,3.87,1.7,0.89,PBDTTPD-P2,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)N(CCC(C)CCCC(C)C)C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12
6.8,0.85,11.5,0.68,5.4,3.67,1.73,0.88,PBDTTPD-P3,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O
6.17,1,9.79,0.63,5.61,3.76,1.85,0.85,PBDT-T8-TPD,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O
4.51,0.92,8.92,0.55,5.47,3.67,1.8,0.88,PBDT-T10-TPD,CCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCC)s3)c3cc(C)sc23)s1
4.5,0.95,8.94,0.53,5.56,3.74,1.82,0.87,PBDT-T12-TPD,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
3.48,0.67,9.63,0.54,5.09,3.45,1.64,0.97,PBDTDTBT-p,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1
5.76,0.75,11.82,0.65,5.11,3.43,1.68,0.93,PBDTDTBT-o,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC
5.16,0.9,10.81,0.53,5.31,3.56,1.75,0.85,PBDTDTBT-m,CCCCCCCCc1cc(CCCCCCCC)c(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3sc(CCCCCCCC)cc3CCCCCCCC)c3cc(C)sc23)s1
5.1,0.58,14.1,0.62,4.94,3.22,1.59,1.01,PTBF0,CCCCCCCCOc1c2cc(-c3sc(C)c4cc(C(=O)OCC(CC)CCCC)sc34)sc2c(OCCCCCCCC)c2cc(C)sc12
6.2,0.74,14,0.6,5.15,3.31,1.68,0.94,PTBF1,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F
3.2,0.68,11.1,0.42,5.41,3.6,1.75,1.07,PTBF2,CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)c2s1
2.7,0.75,9.1,0.39,5.48,3.59,1.73,0.98,PTBF3,CCCCC(CC)COC(=O)c1sc2c(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)sc(C)c2c1F
4.5,0.56,12.2,0.67,4.9,3.29,1.61,1.05,PBT-0F,CCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2s1
5.6,0.6,14.3,0.66,4.95,3.29,1.65,1.05,PBT-1F,CCCCCCCCC(CCCCCC)COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc(-c3ccc(C)s3)c2c1F
7.2,0.74,14.4,0.68,5.15,3.29,1.64,0.9,PBT-2F,CCCCCCCCC(CCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1
8.6,0.78,15.2,0.72,5.2,3.29,1.64,0.86,PBT-3F,CCCCCCCCC(CCCCCC)COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)sc(-c3ccc(C)s3)c2c1F
4.36,0.7,11.14,0.55,5.29,2.87,1.98,1.28,PBnDT-HTAZ,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12
7.1,0.79,11.83,0.73,5.36,3.05,2,1.21,PBnDT-FTAZ,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12
5.01,0.78,11.77,0.55,5.1,3.5,1.6,0.82,PBDFDTBT,CCCCC(CC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)oc2c(OCC(CC)CCCC)c2cc(C)oc12
4.45,0.69,9.87,0.65,5.11,3.38,1.73,1.04,PBDFDODTBT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)s2)c2nsnc2c1-c1ccc(C)s1
1.24,0.44,4.92,0.58,4.99,3.06,1.93,1.49,PBDFDTBTz,CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6oc(C)cc6c(OCC(CC)CCCC)c5o4)s3)c2n1
2.88,0.82,5.04,0.7,5.19,3.49,1.7,0.88,PBDFDTBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)s2)c2nonc2c1-c1ccc(C)s1
1.85,0.88,5.83,0.36,5.26,3.59,1.67,0.79,PBDTT-BT,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)s3)c3cc(C)sc23)s1
2.88,0.85,8.41,0.4,5.24,3.54,1.7,0.85,PBDTF-BT,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)o3)c3cc(C)sc23)o1
4.42,0.73,9.94,0.61,5.08,3.4,1.68,0.95,PBDFT-BT,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)s3)c3cc(C)oc23)s1
2.6,0.8,5.84,0.56,5.11,3.5,1.61,0.81,PBDFF-BT,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)o3)c3cc(C)oc23)o1
3.3,0.62,9.17,0.58,5.33,3.73,1.6,0.98,PBDFFBT,CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6oc(C)cc6c(OCC(CC)CCCC)c5o4)s3)c3nsnc23)sc1C
4,0.72,9.31,0.6,5.3,3.66,1.64,0.92,PBDTFBT,CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)sc1C
5.7,0.86,10.4,0.64,5.27,3.53,1.74,0.88,PBDTBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nonc2c1-c1ccc(C)s1
1.7,0.61,4.5,0.62,5.06,3.11,1.95,1.34,PBDTDTBTz,CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c2n1
5.9,0.84,11.45,0.61,5.25,3.56,1.69,0.85,PBDTTDTBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5oc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nonc2c1-c1ccc(C)s1
4.94,0.75,10.29,0.64,5.15,3.49,1.66,0.91,PBDTTDTBT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5oc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nsnc2c1-c1ccc(C)s1
3.1,0.54,9.47,0.61,4.92,3.14,1.78,1.24,PBDTTDTBTz,CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6oc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5o4)s3)c2n1
5.18,0.6,13.58,0.64,5.18,3.63,1.55,0.95,PBDT?DTBSe,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5n[se]nc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
5.01,0.72,11.16,0.62,5.26,3.54,1.72,1,PBDT?DTBT,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
5,0.78,11.8,0.54,5.19,3.59,1.6,0.82,PBDT-T-FBSe,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)cc(-c6ccc(C)s6)c6n[se]nc56)s4)sc3c(-c3ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
4.84,0.75,14.07,0.46,5.41,3.85,1.56,0.81,PIDT-T-FBSe,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5cnc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
5.11,0.75,12.56,0.54,5.44,3.91,1.53,0.78,PBPT-12,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(-c5cnc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
5.66,0.92,10.7,0.58,5.31,3.56,1.75,0.83,PBDTTBT,CCCCCCCCc1cc(CCCCCCCC)c(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3sc(CCCCCCCC)cc3CCCCCCCC)c3cc(C)sc23)s1
8.07,0.88,12.94,0.71,5.35,3.65,1.7,0.82,PBDTP-DTBT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)cc3)c3cc(C)sc23)cc1
6.2,0.89,11,0.64,5.56,3.91,1.65,0.76,PBDTPO-DTBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1
3.4,0.78,9.3,0.47,5.46,3.84,1.62,0.84,PBDTPO-DTBT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
2.7,0.7,7.23,0.47,5.43,3.9,1.53,0.83,PBDTPO-FBT,CCCCCCCCCCCCc1cc(-c2cc(F)c(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(OCC(CC)CCCC)cc6)c5s4)s3)c3nsnc23)sc1C
7.4,0.86,12.8,0.67,5.46,3.68,1.78,0.92,PBDTTBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nonc2c1-c1ccc(C)s1
6.4,0.85,11.8,0.64,5.4,3.62,1.78,0.93,PBDTPBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1
5.4,0.81,11.2,0.6,5.38,3.6,1.78,0.97,PBDTFBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)s2)c2nonc2c1-c1ccc(C)s1
6.42,0.78,13.51,0.61,5.2,3.57,1.63,0.85,PTBFTDTBT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nsnc2c1-c1ccc(C)s1
7.16,0.9,12.2,0.62,5.53,3.8,1.73,0.83,DTffBT,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(C[C@H](CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CC[C@@H](CCCC)CCCCCC)c2cc(C)sc12
4.53,0.78,11.7,0.48,5.42,3.77,1.65,0.87,DTBT,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12
5.22,0.85,11.5,0.52,5.48,3.81,1.67,0.82,DTfBT,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)cc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12
3.4,0.69,8.89,0.55,5.48,3.92,1.56,0.87,PTBDTDTBT,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(CCC(CCCCC)CCCCCCCC)c6sc(C)cc6c(CC[C@H](CCCCC)CCCCCCCC)c5s4)s3)c3nsnc23)sc1C
4.8,0.86,12.17,0.46,5.46,3.72,1.74,0.88,PTBDTffDTBT,CCCCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CC)CCCCCC)s3)c3cc(C)sc23)s1
1.9,0.68,6.69,0.42,5.29,3.67,1.62,0.94,PTBDTDTBT,CCCCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CC)CCCCCC)s3)c3cc(C)sc23)s1
4.46,0.68,11.87,0.55,5.33,3.61,1.72,1.04,PBDT_TEH-DT_H-BTff,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)sc1C
6.2,0.76,13.17,0.62,5.34,3.58,1.76,1,PBDT_TEH-DT_EH-BTff,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
8.3,0.78,15.38,0.69,5.31,3.61,1.7,0.92,PBDT_TEH-HDO_H-BTff,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc3CCCCCC)sc2c(OCC(CCCCCC)CCCCCCCC)c2cc(C)sc12
6.81,0.79,11.83,0.73,5.36,3.36,2,1.21,PBnDT-FTAZ,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12
2.81,0.94,6.5,0.46,5.44,3.48,1.96,1.02,PFBT-BDT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)o2)c2nsnc2c1-c1ccc(C)o1
3.72,0.82,9.45,0.48,5.35,3.53,1.82,1,P(BDT-T-BT),CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
4.93,0.69,11.34,0.63,5.21,3.43,1.78,1.09,P(BDT-TT-BT),CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nsnc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
7.05,0.76,13.87,0.67,5.31,3.54,1.77,1.01,P(BDT-TT-BO),CCCCCCCCCC[C@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nonc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
4.37,0.72,10.12,0.6,5.29,3.59,1.7,0.98,P(BDT-TT-HBT),CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5ccc(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
3.56,0.81,8,0.55,5.37,3.64,1.73,0.92,P(BDT-TT-FBT),CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5c(F)c(F)c(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12
6.03,0.78,12.46,0.62,5.11,3.46,1.65,0.87,PBDTT?DTTBT,CCCCCCCCCCCc1c(C)sc2cc(-c3ccc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c7s6)c(CCCCCCCCCCC)c5s4)c4nsnc34)sc12
2.34,0.82,5.78,0.5,5.15,3.52,1.63,0.81,PBDTT?DTBT,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nsnc23)sc1C
4.9,0.96,9.1,0.52,5.27,3.48,1.79,0.83,PBDT?TBT,CCCCC(CC)COc1c(OCC(CC)CCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
6.3,0.8,11.83,0.67,5.09,3.36,1.73,0.93,PBDT?TTBT,CCCCCCC(CCCC)COc1c(OCC(CCCC)CCCCCC)c(-c2cc3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)cc3s2)c2nsnc2c1-c1cc2sc(C)cc2s1
5.2,0.81,10.2,0.62,5.21,3.41,1.8,0.99,PTzBT-10HD,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1
3.8,0.84,8.5,0.54,5.2,3.4,1.8,0.96,PTzBT-10OD,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1
4.8,0.81,10,0.6,5.2,3.4,1.8,0.99,PTzBT-12HD,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1
5.8,0.82,11.3,0.62,5.21,3.41,1.8,0.98,PTzBT-12OD,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1
5.4,0.82,9.9,0.66,5.21,3.41,1.8,0.98,PTzBT-14HD,CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1
