PCE_max,Voc ,Jsc ,FF,HOMO ,LUMO ,Bandgap,Eloss,Nickname,smiles
2.37,0.57,8.6,0.48,5.2,3.47,1.73,1.16,PQS,CCCCCCCCCCCCc1cc(C)[se]c1-c1ccc(-c2ccc(-c3[se]c(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)[se]2)[se]1
2.22,0.44,9.77,0.51,5.17,3.31,1.86,1.42,PQSQT,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)s2)s1
4.12,0.9,8.96,0.51,5.33,3.52,1.63,0.73,DTS-C6,CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc(C)c1C2=O
2.7,0.98,6.01,0.46,5.33,3.39,1.72,0.74,DTS-T6,CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O
0.45,0.83,1.81,0.3,5.4,3.5,1.86,1.03,BDT-C6,CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O
0.73,0.87,2.64,0.33,5.41,3.45,1.92,1.05,BDT-T6,CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O
2.04,0.55,8.91,0.42,5.27,3.57,1.62,1.07,PDTPTBT,CCCCCCCCc1ccc(-n2c3cc(C)sc3c3sc(-c4cc(CCCCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCCCC)c6nsnc56)s4)cc32)cc1
4.2,0.72,8.54,0.66,5.15,3.19,1.96,1.24,PDHTT,CCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCC
4.23,0.75,7.96,0.67,5.14,3.17,1.97,1.22,PDOTT,CCCCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCCCC
3.53,0.77,6.42,0.65,5.17,3.18,1.99,1.22,PDDTT,CCCCCCCCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCCCCCCCC
0.46,0.43,3.15,0.34,5.01,3.03,1.69,1.26,PDTBTV,C/C=C/c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(C)s3)c3nsnc23)s1
1.24,0.83,4.32,0.35,5.2,3.14,1.79,0.96,PDTBTFV,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(/C(F)=C(/C)F)s2)c2nsnc2c1-c1ccc(C)s1
0.01,0.35,0.12,0.26,5.19,3.02,2.17,1.82,PTVcBBO,C/C=C/c1sc(/C=C/c2nc3cc4nc(C)oc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC
0.08,0.4,0.66,0.31,5.14,3.1,2.04,1.64,PTVtBBO,C/C=C/c1sc(/C=C/c2nc3cc4oc(C)nc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC
0.53,0.57,2.33,0.4,5.3,3.65,1.77,1.2,PEBT,CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(C)cc1CCCCCCCCCCCC
1.07,0.45,4.16,0.57,4.89,3.69,1.37,0.92,PEBTBT,CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(-c2ccc(C)c3nsnc23)cc1CCCCCCCCCCCC
1.04,0.6,4.41,0.4,4.95,3.39,1.57,0.97,PEBTBTTBT,CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(-c2ccc(-c3ccc(-c4ccc(C)s4)c4nsnc34)s2)cc1CCCCCCCCCCCC
1.33,0.99,3.72,0.36,5.57,3.39,2.18,1.19,PCzTh-TVCN,CCCCCCCCOC(=O)/C(C#N)=C/c1ccc(/C=C/c2cc(-c3ccc4c5ccc(C)cc5n(C(CCCCCCCC)CCCCCCCC)c4c3)sc2C)s1
2.16,1.03,5.75,0.37,5.6,3.55,2.05,1.02,PCzTh-TVDCN,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3cc(/C=C/c4ccc(C=C(C#N)C#N)s4)c(C)s3)cc21
1.3,0.96,4.67,0.29,5.59,3.65,1.94,0.98,PCzTh-TVDT,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3cc(/C=C/c4ccc(C=C5C(=O)N(CC)C(=S)N(CC)C5=O)s4)c(C)s3)cc21
2.28,0.58,7.16,0.55,5.19,3.64,1.36,0.78,PQTDPP,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc3CCCCCCCCCCCC)s2)s1
1.97,0.5,7.6,0.51,5.05,3.66,1.33,0.83,PQTVTDPP,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(/C=C/c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc3CCCCCCCCCCCC)s2)s1
1.09,0.81,4.71,0.29,5.14,3.28,1.82,1.01,PBDTNTDO-1,CCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O
1.52,0.88,5.67,0.31,5.19,3.3,1.83,0.95,PBDTNTDO-2,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)c3ccc(C(C)(C)C)cc3C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12
1.96,0.87,4.42,0.51,5.19,3.38,1.81,0.94,PBDTNTDO-C1,CCCCCCCCOc1cc2c(cc1OCCCCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O
1.01,0.71,4.21,0.34,5.23,3.33,1.8,1.09,PBDTNTDO-C2,CCCCCCCCOc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O
2.21,0.81,4.93,0.55,5.27,3.39,1.79,0.98,PBDTNTDO-C3,CCCCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O
6.6,0.73,14,0.65,5.3,3.63,1.44,0.71,PBDTT-DPP,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1
6.2,0.76,13.6,0.6,5.35,3.56,1.46,0.7,PBDTP-DPP,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1
5.8,0.77,13.8,0.55,5.26,3.64,1.55,0.78,PBDTT-FDPP,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)o7)=C6C(=O)N5CC(CC)CCCC)o4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
3.3,0.77,7.42,0.59,5.33,3.57,1.52,0.75,PBDTP-FDPP,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)o3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)o1
2.63,0.76,7.75,0.45,5.58,3.65,1.91,1.15,PT-Tz-DTBT,CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1
4.42,0.88,10.11,0.5,5.59,3.57,1.92,1.04,PT-Tz-DTffBT,CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1
2.81,0.88,5.2,0.61,5.16,2.82,2.01,1.13,PBdT-BTz,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s3)cc2c2cc(C)sc12
3.4,0.9,5.5,0.69,5.19,2.9,1.91,1.01,PBdT-TTz,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3sc(-c4nc5sc(-c6cc(CCCCCC)c(C)s6)nc5s4)cc3CCCCCC)cc2c2cc(C)sc12
1.13,0.8,4.58,0.31,5.09,3.1,1.7,0.9,PBdT-DTBT,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3sc(-c4ccc(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc3CCCCCC)cc2c2cc(C)sc12
1.31,0.71,3.28,0.56,5.01,3.36,1.41,0.7,PBdT-DPP,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2c2cc(C)sc12
4.51,0.65,11.72,0.59,5.34,3.7,1.64,0.99,P1,CCCCCCCC1(CCCCCCC)COc2c(-c3ccc(C)c4nsnc34)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)[se]6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)[se]6)c5s4)c4nsnc34)c2OC1
3.58,0.68,9.94,0.53,5.73,3.88,1.85,1.17,P2,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CC(CC)CCCC)C5=O)sc3c(-c3ccc(CC(CC)CCCC)[se]3)c3cc(C)sc23)[se]1
3.32,0.92,6.21,0.58,5.42,3.58,1.85,0.93,PBDT-TTz,CCCCC(CC)COc1c2cc(-c3sc(-c4nnc(-c5cc(CC(CC)CCCC)c(C)s5)nn4)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12
4.89,0.84,10.04,0.56,5.34,3.52,1.73,0.89,PBDT-TDPP-S,CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8cccs8)=C7C(=O)N6CC(CC)CCCC)s5)s4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12
1.53,0.84,3.9,0.46,5.82,3.88,1.58,0.74,PBDT-I,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21
4.22,0.79,7.87,0.68,5.78,3.91,1.61,0.82,PBDT-TIT,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(-c3ccc(C)s3)cc21
1.39,0.73,3.15,0.6,5.74,3.91,1.59,0.86,PBDT-OIO,CCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCCCC)c(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)sc1C
4.4,0.66,10.45,0.64,5.27,3.69,1.48,0.82,PBDFTT-C,CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12
2.18,0.81,6.07,0.44,5.09,3.34,1.75,0.94,PBTT-BT (P1),CCCCCCCCC(CCCCCCCC)c1cc2c3cc(-c4ccc(C)c5nsnc45)sc3c3sc(C)cc3c2s1
0.8,0.67,2.79,0.43,4.96,3.69,1.27,0.6,PBTTDPP,CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4sc(C)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)cc3c2s1
1.07,0.62,3.09,0.56,5.15,3.52,1.63,1.01,PBTTTTz,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c6sc(CCCCCCCCCCCCCCCC)cc6c6cc(C)sc6c5s4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1
0.78,0.79,2.64,0.37,5.41,3.61,1.8,1.01,PBTTTPD,CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4sc(C)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)cc3c2s1
0.65,0.43,3.16,0.48,4.8,3.6,1.2,0.77,PBTTTzQx,CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4ccc(-c5c6nsnc6c(-c6ccc(C)s6)c6nc(-c7ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c7)c(-c7ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c7)nc56)s4)cc3c2s1
5.06,0.81,10.9,0.57,5.65,3.6,2.05,1.24,BTT-BTz,CCCCCCCCCCCCC(CCCCCCCCCCC)c1cc2c(s1)C1C=C(c3sc(-c4nc(CCCCCC)c(C)s4)nc3CCCCCC)SC1c1sc(C)cc1-2
0.62,0.66,2.76,0.34,5.22,3.44,1.63,0.97,PNB-3,CCCCC(CC)COc1cc2c(cc1OCC(CC)CCCC)c1cc(-c3ccc(C)c4nsnc34)sc1c1sc(C)cc21
5.27,0.64,13.5,0.62,5.14,3.54,1.64,1,PNB-4,CCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCC)c(-c4cc5c6cc(OCC(CC)CCCC)c(OCC(CC)CCCC)cc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C
5.28,0.69,11.77,0.65,5.19,3.64,1.55,0.86,PBDTTT-EFF,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)sc(C)c2c1F
9,0.78,16.86,0.68,5.24,3.66,1.58,0.8,PBDTTT-EFT,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F
8.78,0.81,16.57,0.66,5.29,3.71,1.58,0.77,PBDTTT-EFS,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)[se]5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)[se]5)c4s3)sc(C)c2c1F
3.28,0.9,6.1,0.59,5.51,3.49,2.02,1.12,PDBPTBT-2,CCCCCCCCC1(CCCCCCCC)Oc2cc(C)ccc2-c2ccc(-c3ccc(-c4c(OCC(CC)CCCC)c(OCC(CC)CCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc21
3.99,0.8,8.03,0.62,5.44,3.46,1.98,1.18,PDBPTBT-3,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)Oc3cc(C)ccc3-4)s2)c2nsnc2c1-c1ccc(C)s1
4.1,0.75,9.42,0.58,5.32,3.5,1.82,1.07,PDBPTBT-4,CCCCCCCCOc1cc(-c2ccc(C)s2)c2nsnc2c1-c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)Oc2cc(C)ccc2-3)s1
7.06,0.96,11.09,0.67,5.57,3.63,1.94,0.98,PDBPTBT-5,CCCCCCCCOc1c(F)c(-c2ccc(C)s2)c2nsnc2c1-c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)Oc2cc(C)ccc2-3)s1
4.35,0.81,9.96,0.54,5.41,3.59,1.82,1.01,P1,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C
7.93,0.82,15.1,0.64,5.43,3.61,1.82,1,P2,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C
7.43,1,13.25,0.56,5.5,3.68,1.82,0.82,P3,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C
7.8,0.77,15.79,0.64,5.34,3.59,1.75,0.98,P0,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1C
1,0.57,4.23,0.4,4.87,3.3,1.57,1,PBT,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C
6,0.67,12.15,0.67,4.91,3.35,1.56,0.89,PFBT,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C
7.3,0.73,14.32,0.69,5.11,3.52,1.59,0.86,PDFBT,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C
7.25,0.8,13.38,0.68,5.56,3.83,1.73,0.93,P1-0,CCCCCCCCC(CCCCCC)COc1c(F)c(-c2ccc(C)s2)c2nsnc2c1C
6.7,1,12.6,0.53,5.89,3.84,1.49,0.49,PIDTT-TID,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(-c4c5c(c(C)c6nsnc46)C(=O)N(CC(CC)CCCC)C5=O)sc23)c1
9.2,0.95,13.2,0.73,5.42,3.53,1.74,0.79,PBDD-ff4T,CCCCC(CC)Cc1cc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(C)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)sc1-c1cc(F)c(C)s1
2.13,0.74,4.3,0.67,5.27,3.86,1.41,0.67,PBDPP-OD,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
7.28,0.89,11.75,0.7,5.47,3.54,1.78,0.89,PBDB-TT0,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
8.55,0.75,15.75,0.72,5.15,3.24,1.64,0.89,PTB7-TV,C=CCCCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(F)c34)sc2c(OCCCCCCCCCC=C)c2cc(C)sc12
5.3,0.8,11.03,0.6,5.24,3.42,1.8,1,PBDT-NQx,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(CC(CCCC)CCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCC)CCCCCC)s8)c7s6)s5)c5nc(-c6ccc(CCCCCCCC)s6)c(-c6ccc(CCCCCCCC)s6)nc54)c3nc2-c2ccc(CCCCCCCC)s2)s1
7.05,0.85,12.71,0.65,5.31,3.46,1.81,0.96,PBDTS-NQx,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(SCC(CCCC)CCCCCC)s8)c8sc(C)cc8c(-c8ccc(SCC(CCCC)CCCCCC)s8)c7s6)s5)c5nc(-c6ccc(CCCCCCCC)s6)c(-c6ccc(CCCCCCCC)s6)nc54)c3nc2-c2ccc(CCCCCCCC)s2)s1
6.1,0.6,15.8,0.64,4.8,3.44,1.36,0.76,PDPPTT-2T,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
6.5,0.62,15.8,0.66,4.8,3.46,1.34,0.72,PDPPMT-2T,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc(C)c(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
9.4,0.88,15.8,0.66,5.51,3.85,1.66,0.78,PffBX4T-2OD,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nonc23)sc1C
5.6,1.05,8.2,0.66,5.7,3.22,1.78,0.73,PTBI2T,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5ccc(-c6ccc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O
8,1,10.9,0.65,5.58,3.31,1.71,0.71,PTBI2TR,CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5c6sc7c(c6sc5c4s3)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C3C=C(C)SC73)s2)sc1C
2.4,1.07,4.2,0.53,5.85,3.4,1.73,0.66,PTBITT,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cc6sc(C)cc6s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O
0.05,0.4,0.34,0.32,6.12,3.56,1.91,1.51,PTBI2Tz,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cnc(-c6ncc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O
7.68,0.83,13.92,0.67,5.03,3.3,1.73,0.9,PBDTDTBT-H,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12
8.22,0.84,13.64,0.72,5.01,3.29,1.72,0.88,PBDTDTBT-R,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12
9.44,0.88,14.92,0.72,5.06,3.3,1.76,0.88,PBDTDTffBT-H,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12
9.09,0.88,13.98,0.74,5.03,3.28,1.75,0.87,PBDTDTffBT-R,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12
9.38,0.8,17.37,0.68,5.1,3.42,1.68,0.88,PBDTTT-H,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(-c2ccccc2)c2cc(C)sc12
5.72,0.82,12.1,0.58,5.06,3.39,1.67,0.85,PBDTTT-R,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12
4.9,0.53,16.1,0.57,4.94,3.56,1.37,0.84,P1,CCCCCCC(CCCC)Cc1cc(-c2ccc(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC
6.88,0.6,18.04,0.65,5.13,3.76,1.37,0.77,P2,CCCCCCC(CCCC)Cc1cc(-c2c(F)cc(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC
9.76,0.66,20.69,0.71,5.2,3.74,1.46,0.8,P3,CCCCCCC(CCCC)Cc1cc(-c2c(F)c(F)c(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC
4.11,0.65,10.58,0.59,5.05,3.45,1.6,0.95,P1,CCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C
5.73,0.73,12.87,0.6,5.09,3.49,1.6,0.87,P2,CCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C
